titles,distros,department,time,location,professor,description,courseNum,meet
Environmental Geochemistry,SCI ,Earth & Climate Sciences ,9:45am-11:00am,"McCardell Bicentennial Hall 419 (MBH 419)
		",Peter Ryan ,"
This course examines the chemical composition of natural and human-influenced environments, with a focus on predicting the behavior (“fate and transport”) of major ions, trace elements, nutrients and organic compounds (natural and synthetic) in soil, water, rock and air. Topics include aqueous geochemistry, chemical weathering, elemental cycles, isotopic tracers, atmospheric processes, climate impact of energy resources, and remediation of environmental contamination. Students will do chemical and mineralogical analysis using a variety of analytical and instrumental techniques, including ICPMS, SEM-EDS, XRF, XRD, and synthesis experiments. This is a project oriented course. (One ECSC course and CHEM 0104 or by waiver) 3 hrs. lect.(formerly GEOL 0323) ",ECSC0323A-F25,"Monday, Wednesday (Sep 8, 2025 to Dec 8, 2025)"
Landscape Evolution,DED SCI ,Earth & Climate Sciences ,11:15am-12:30pm,"McCardell Bicentennial Hall 419 (MBH 419)
		",Jeff Munroe ," (formerly GEOL 0251)
In this course we will investigate processes that shape the Earth's surface, including weathering, mass movements, and the effects of water, wind, and ice. Students will examine how such processes govern the evolution of landforms in differing climatic, tectonic, and lithologic settings. Field and laboratory study will focus on the role of active surficial processes, as well as glaciation and other past events, in development of the landscape of west-central Vermont. We will also discuss implications for human activities and maintenance of natural systems. (Any 0100-level ECSC course, or by waiver) 3 hrs. lect./3 hrs. lab (formerly GEOL 0251) ",ECSC0351A-F25,"Monday, Wednesday (Sep 8, 2025 to Dec 8, 2025)"
Hydroclimate and Wildfire in the Western US,SCI ,Earth & Climate Sciences ,8:15am-9:30am,"McCardell Bicentennial Hall 417 (MBH 417)
		",Cameron de Wet ,"
Rainfall extremes and wildfire impacts in the western US are becoming increasingly prevalent in popular discourse. In this course we will draw on a variety of resources, including scientific papers, paleoclimate proxy data, long-form journalism, and indigenous knowledge to explore the climate history of the western US, with a focus on variability in the hydrologic cycle and wildfire patterns over the last ~20,000 years. We will discuss how climate change and other anthropogenic factors like water infrastructure and land management practices, interface with these natural systems and will situate the current hydroclimate/wildfire paradigm of the western US in the broader geologic context of the late Pleistocene and Holocene. ",ECSC0353A-F25,"Tuesday, Thursday (Sep 8, 2025 to Dec 8, 2025)"
Senior Thesis Research Seminar,,Earth & Climate Sciences ,11:15am-12:30pm,"McCardell Bicentennial Hall 430 (MBH 430)
		",Allison Jacobel ,"
This seminar will focus on methods and strategies for completing advanced geological research and provides a springboard for senior thesis research. Topics will include field and laboratory techniques, primary literature review, and scientific writing. Students taking this course are expected to be simultaneously working on the early stages of their senior thesis research. During the semester students will present a thesis proposal and the seminar will culminate with each student completing a draft of the first chapter of their senior thesis. ECSC 0400 is required of all geology majors. 3 hrs. disc. or lab (formerly GEOL 0400) ",ECSC0400A-F25,"Monday, Wednesday (Sep 8, 2025 to Dec 8, 2025)"
Collaborative Capstone Research Seminar,,Earth & Climate Sciences ,9:45am-11:00am,"McCardell Bicentennial Hall 430 (MBH 430)
		",Jeff Munroe ,"
This course features group research on community-connected projects that capitalize on student skills and knowledge developed through previous coursework and related experiences to meet objectives that are important to the community partners. Projects are guided by a faculty member with a high level of independent group work by the students. The course contains elements of readings and discussion, analysis and interpretation, collaboration with project partners, and development of written group thesis projects, culminating with a public presentation and dissemination of the written document. 3 hrs. sem., 3 hrs. lab. ",ECSC0705A-F25,"Tuesday, Thursday (Sep 8, 2025 to Dec 8, 2025)"
Education in the USA,AMR SOC ,Education Studies ,9:45am-11:00am,"Axinn Center 229 (AXN 229)
		",Tara Affolter ,"
What are schools for? What makes education in a democracy unique? What counts as evidence of that uniqueness? What roles do schools play in educating citizens in a democracy for a democracy? In this course, we will engage these questions while investigating education as a social, cultural, political, and economic process. We will develop new understandings of current policy disputes regarding a broad range of educational issues by examining the familiar through different ideological and disciplinary lenses. 3 hrs. lect. ",EDST0115A-F25,"Tuesday, Thursday (Sep 8, 2025 to Dec 8, 2025)"
Environmental Education,,Education Studies ,1:30pm-4:15pm,"Twilight Hall AUD (AXT AUD)
		",Tracy Weston ,"
In this interdisciplinary course students will learn foundational principles and practices in environmental education. Topics include ecological citizenship, environmental literacy, place-based education, learning theories, nature pedagogy, school gardens, and forest schools. Most class sessions will be held outdoors, where students will apply and extend their learning, develop lessons, and practice teaching. This course is appropriate for students interested in outdoor environmental education in formal or non-formal settings with any age between early childhood and high school. Field experiences with community partners occur outside of class. Approval Required (EDST 0115)  3hrs. lect. ",EDST0206A-F25,"Wednesday (Sep 8, 2025 to Dec 8, 2025)"
Culturally Relevant and Sustaining Pedagogies,AMR CMP SOC ,Education Studies ,12:45pm-2:00pm,"Axinn Center 229 (AXN 229)
		",Tara Affolter ,"
Gloria Ladson-Billings’ foundation work on culturally relevant pedagogy (CRP) rests on these core propositions—students must experience academic success; students must gain cultural competence in relation to their own culture and at least one other culture; and students must develop a critical consciousness. In this class we will examine CRP and other liberatory pedagogies such as Culturally Sustaining (Paris, 2012); Reality Pedagogy (Emdin, 2016), Abolitionist Teaching (Love, 2019) each of which “seek to open up possibilities,” so that students can bring their “whole self into the classroom and into the world.” (Ladson-Billings, 2021).  This is a required course for all students seeking a Vermont teaching licensure. (EDST 0115) 3 hrs. lect. ",EDST0215A-F25,"Tuesday, Thursday (Sep 8, 2025 to Dec 8, 2025)"
Culturally Relevant and Sustaining Pedagogies,AMR CMP SOC ,Education Studies ,12:45pm-2:00pm,"Axinn Center 229 (AXN 229)
		",Tara Affolter ,"
Gloria Ladson-Billings’ foundation work on culturally relevant pedagogy (CRP) rests on these core propositions—students must experience academic success; students must gain cultural competence in relation to their own culture and at least one other culture; and students must develop a critical consciousness. In this class we will examine CRP and other liberatory pedagogies such as Culturally Sustaining (Paris, 2012); Reality Pedagogy (Emdin, 2016), Abolitionist Teaching (Love, 2019) each of which “seek to open up possibilities,” so that students can bring their “whole self into the classroom and into the world.” (Ladson-Billings, 2021).  This is a required course for all students seeking a Vermont teaching licensure. (EDST 0115) 3 hrs. lect. ",EDST0215B-F25,"Tuesday, Thursday (Sep 8, 2025 to Dec 8, 2025)"
Educational Psychology: Learning in Schools,SOC ,Education Studies ,11:15am-12:30pm,"Twilight Hall 302 (AXT 302)
		",Christina Johnston ,"
In this course we will expand our understanding of learning and teaching while exploring principles, issues, and research in educational psychology. We will examine learning theories, complex cognitive processes, cognitive and emotional development, and motivation, and apply these constructs to effective instruction, the design of optimal learning environments, assessment of student learning, and teaching in diverse classrooms. (Restricted to EDST majors, others by permission.) (EDST 0115) 3 hrs. lect. ",EDST0237A-F25,"Tuesday, Thursday (Sep 8, 2025 to Dec 8, 2025)"
Elementary Math Methods,,Education Studies ,9:45am-10:35am,"Twilight Hall 110 (AXT 110)
		",Tracy Weston ,"
In this course we will approach mathematics as the construction of ideas rather than the memorization of facts and rules. We will investigate children’s mathematical reasoning, how to construct learning experiences to advance conceptual development, and how a social justice stance enables math to be a source of empowerment for children. Many class sessions occur at a local elementary school (transportation provided) so students can ground their thinking about course topics within a school, and consistently practice and receive feedback on authentic components of teaching. Students will also complete field experiences in a local K-6 classroom and Vermont licensure requirements. (EDST 0306)  3 hrs. lect./1 hrs. disc ",EDST0307A-F25,"Friday at AXT 110 (Sep 8, 2025 to Dec 8, 2025)
9:45am-11:00am on Monday, Wednesday at AXT 110 (Sep 8, 2025 to Dec 8, 2025)"
