titles,distros,department,time,location,professor,description,courseNum,meet
Cultural Psychology,CMP SOC ,Psychology ,11:15am-12:30pm,"McCardell Bicentennial Hall 317 (MBH 317)
		",Gina Thomas ,"
Historically, much psychological research has focused on the United States and has aimed to interpret human psychological processes without reference to their cultural contexts. Cultural psychology, by contrast, holds that culture is essential for human psychology as we know it. The goal of this course is to understand that premise. Drawing on new research insights from around the globe, we will explore cross-cultural variations in psychological functioning from emotions, cognitions, and perceptions, to development, personality, and mental health. We will analyze where cultural variations come from, how the mind becomes enculturated, and the sense in which human nature is cultural. (PSYC 0105, seniors by waiver only) 3 hrs lecture ",PSYC0220A-F23,"Tuesday, Thursday (Sep 11, 2023 to Dec 11, 2023)"
Psychological Disorders,SOC ,Psychology ,12:45pm-2:00pm,"McCardell Bicentennial Hall 104 (MBH 104)
		",Martin Seehuus ,"
What makes an individual “abnormal”?   Under what circumstances do mental health professionals classify emotions, thoughts, or behaviors as “disordered”?  In this course, we will explore these questions with attention to their historical, theoretical, ethical, and diagnostic implications.  We will investigate various classes of disorders, like anxiety, mood, and psychotic disorders, with a focus on their causes and treatments.  Throughout, we will aim to appreciate the complexities and uncertainties surrounding diagnosis, and to recognize and challenge common assumptions about psychological disorders.  In addition to lecture, the course will include discussions of current and controversial topics, and occasional demonstrations, analysis of clinical case material, and/or role plays. (PSYC 0105; open to Psychology majors and undeclared majors only; open to seniors by waiver only) 3 hrs. lect./1 hr. disc. ",PSYC0224A-F23,"Tuesday, Thursday (Sep 11, 2023 to Dec 11, 2023)"
Social and Emotional Development,SOC ,Psychology ,8:15am-9:30am,"McCardell Bicentennial Hall 538 (MBH 538)
		",Robert Moeller ,"
In this course students will explore current research and theory on the interrelated domains of social and emotional development from infancy through adulthood. Families and peers serve as the primary relationships for children’s and adolescents’ socialization, and relationships will be explored to further understand how they influence emotion regulation, adaptation to stressful life events, and intrapersonal conflicts. Emphasis will be placed on the role of context and culture in the formation of social and emotional competencies and experiences.  We will explore the theory and practice of Social Emotional Learning (SEL) curricula to enhance individuals’ social and emotional skills. (PSYC 0105; PSYC 0216 or PSYC 0225; not open to first-year students; open to Psychology majors, others by waiver). 3 hrs. lect./1.5 hrs lab. ",PSYC0320A-F23,"Tuesday, Thursday (Sep 11, 2023 to Dec 11, 2023)"
Introduction to Psycholinguistics,SOC ,Psychology ,9:45am-10:35am,"McCardell Bicentennial Hall 338 (MBH 338)
		",,"
This course will provide an overview of the topics and experimental methods that are central to the field of psycholinguistics. Through lectures, discussions and demonstrations we will learn how language is acquired, organized, and represented in our minds and what experimental research techniques psycholinguists use to answer questions about various language phenomena such as speech perception and production, sentence processing, language development, bilingualism, and language disorders (PSYC 0105; open to Psychology majors and undeclared majors only) 3 hrs. lect. ",PSYC0344A-F23,"Tuesday, Thursday, Friday (Sep 11, 2023 to Dec 11, 2023)"
Gender and Sexual Development,SOC ,Psychology ,1:30pm-4:15pm,"McCardell Bicentennial Hall 538 (MBH 538)
		",,"
In this course, we will discuss gender and sexual development with an emphasis on cognitive, cultural, and social processes. Students in this course will learn about various theoretical approaches to gender and sexual development. Further, students in this course will consider how to apply course content to real-world settings (e.g., designing laws and policies). Some of the key topics covered in the course will include: measuring gender and sexual orientation, gender stereotypes, the role of gender in schooling, risk and resilience of LGBTQ+ youth, early expressions of sexuality, sexualization of children and youth, technology use in the context of sexual development, adolescent romantic relationships, and sexual violence and prevention. (PSYC 0105) 3 hrs. lect. ",PSYC0345A-F23,"Thursday (Sep 11, 2023 to Dec 11, 2023)"
Social Neuroscience,SCI SOC ,Psychology ,9:45am-10:35am,"McCardell Bicentennial Hall 104 (MBH 104)
		",Kim Cronise ,"
Social neuroscience integrates neuroscientific and psychological approaches to enrich our  understanding of human social behavior. The field is concerned with how we recognize, understand, and interact with each other in social settings. We will explore how the brain processes (and is shaped  by) social/emotional information and how it gives rise to our physiological, cognitive, and behavioral repertoires of social responses. Topics include: theories and methods of social neuroscience research,  the brain bases of social processes such as the self, person perception, social affiliation, rejection and  conflict, social cognition, group dynamics, emotions, and cultural neuroscience. (not open to students who have taken PSYC/NSCI 0437) (PSYC 0226 or PSYC 228 or NSCI 0252; Open to psychology or neuroscience majors only, others by  approval) 3 hrs lect. ",PSYC0353A-F23,"Monday, Wednesday, Friday (Sep 11, 2023 to Dec 11, 2023)"
Approaches to Clinical Psychology: Theory and Practice,,Psychology ,2:15pm-3:30pm,"McCardell Bicentennial Hall 338 (MBH 338)
		",Martin Seehuus ,"
What are the major theoretical orientations of clinical psychology, and how does each view the domains of thinking, behavior, free will, psychopathology, and treatment?  In this discussion-based course, we will explore cognitive behavioral, psychodynamic, behaviorist, existential, and other approaches to clinical psychology.  Each has its own emphasis; some focus on symptoms, while others teach emotional tolerance or address unconscious drives. Using philosophy, theory, evidence, and case examples, we will explore similarities and differences among the major orientations and consider their consequences for researchers, therapists, and society at large. (PSYC 0224 recommended; open to junior/senior psychology majors; others by waiver.) 3 hrs. sem. ",PSYC0413A-F23,"Tuesday, Thursday (Sep 11, 2023 to Dec 11, 2023)"
"Nature, Technology, and the Self",SOC ,Psychology ,1:30pm-4:15pm,"Ross Commons Dining 011 (RCD 011)
		",Gina Thomas ,"
Modern humans are entangled in the intersection of three domains: the natural world, digital technology, and our psychological sense of “self.” How does each domain affect the other? Are these effects positive or negative? In this seminar we draw on recent research examining how nature, and social media/ internet usage impact us cognitively, neurologically, socially, and emotionally. Further, we explore how digital devices can inhibit or facilitate engagement with the natural world, combining critical inquiry with experiential methods such as digital detox, forest bathing, self-observation, nature apps, and citizen science. (Open to psychology majors only, others by waiver). 3 hrs sem ",PSYC0423A-F23,"Thursday (Sep 11, 2023 to Dec 11, 2023)"
"Genes, Brain, and Behavior",SCI ,Psychology ,1:30pm-4:15pm,"McCardell Bicentennial Hall 438 (MBH 438)
		",Clarissa Parker ,"
What we experience—and how we experience it—is influenced by our unique combination of genes. For better or worse, the gene variants we inherit from our parents contribute to our predispositions to psychological disorders, our personalities, and even the way in which we perceive the world around us. To be clear, anything that you can do or think is in some way influenced by your genes. However, this statement comes with a large caveat: except in the case of (relatively) rare single gene mutations, your genes do not determine but rather contribute to who you are. Working within the field of behavior genetics, we will cover topics such as social behavior, sexual promiscuity, drug abuse, language, intelligence, and psychopathology. (PSYC 0226 or BIOL 0145 or NSCI 0251; Open to junior and senior psychology or neuroscience majors only, others by approval) 3 hrs. sem. ",PSYC0434A-F23,"Wednesday (Sep 11, 2023 to Dec 11, 2023)"
Buddhist Traditions in India,PHL SOA ,Religion ,9:45am-11:00am,"Munroe Hall 311 (MNR 311)
		",William Waldron ,"
An introduction to the development of Indian Buddhist thought, practice, and institutions. The course will begin with an examination of the life of the Buddha and the formation of the early tradition. It will then explore developments from early Nikaya Buddhism, through the rise of the Mahayana, and culminating in Tantric Buddhism. Attention will be given throughout to parallel evolutions of doctrine, practice, and the path to Nirvana. 3 hrs. lect./disc. ",RELI0121A-F23,"Tuesday, Thursday (Sep 11, 2023 to Dec 11, 2023)"
